VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,PULocationID,DOLocationID,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,congestion_surcharge,total_amount
2,2025-03-27T16:31:00Z,2025-03-27T16:59:00Z,246,152,2,2.9,1,N,2,19.50,0.50,0.50,0.00,0.00,0.30,2.75,23.55
1,2025-03-04T06:48:00Z,2025-03-04T07:13:00Z,138,48,1,3.1,1,N,1,20.00,0.50,0.50,4.33,0.00,0.30,2.75,28.38
2,2025-03-29T19:07:00Z,2025-03-29T21:37:00Z,264,246,1,13.0,3,N,1,91.00,0.50,0.50,12.25,7.00,0.30,2.75,114.30
2,2025-03-14T13:04:00Z,2025-03-14T13:25:00Z,162,174,1,4.1,1,N,1,22.00,0.00,0.50,3.07,0.00,0.30,2.75,28.62
1,2025-03-27T16:39:00Z,2025-03-27T17:03:00Z,263,162,4,3.0,1,N,1,17.50,0.50,0.50,3.88,0.00,0.30,2.75,25.43
1,2025-03-03T20:28:00Z,2025-03-03T21:10:00Z,236,156,1,10.4,1,N,1,46.00,0.50,0.50,10.01,0.00,0.30,2.75,60.06
2,2025-03-11T16:39:30Z,2025-03-11T17:25:30Z,170,114,2,8.0,1,N,1,32.00,0.50,0.50,7.21,0.00,0.30,2.75,43.26
1,2025-03-04T09:12:00Z,2025-03-04T10:04:00Z,263,114,3,9.6,1,N,2,47.00,0.50,0.50,0.00,0.00,0.30,2.75,51.05
2,2025-03-17T18:35:15Z,2025-03-17T18:54:15Z,130,141,1,2.8,1,N,2,19.50,0.50,0.50,0.00,0.00,0.30,2.75,23.55
2,2025-03-09T12:21:00Z,2025-03-09T12:42:00Z,132,170,1,4.6,1,N,1,22.00,1.00,0.50,7.03,12.50,0.30,2.75,46.08
2,2025-03-23T17:45:00Z,2025-03-23T19:10:00Z,68,234,1,7.9,1,N,2,49.50,0.50,0.50,0.00,0.00,0.30,2.75,53.55
2,2025-03-10T17:09:00Z,2025-03-10T18:18:00Z,138,162,1,7.1,1,N,1,42.00,0.50,0.50,10.82,0.00,0.30,0.00,54.12
1,2025-03-22T10:35:00Z,2025-03-22T10:56:00Z,189,68,1,5.4,1,N,2,26.50,0.00,0.50,0.00,0.00,0.30,0.00,27.30
2,2025-03-24T15:24:00Z,2025-03-24T15:50:00Z,132,21,1,2.2,1,N,1,17.50,0.00,0.50,4.21,0.00,0.30,2.75,25.26
1,2025-03-11T15:11:30Z,2025-03-11T15:28:30Z,161,170,1,3.2,1,N,1,20.00,1.00,0.50,4.42,0.00,0.30,2.75,28.97
2,2025-03-15T09:41:30Z,2025-03-15T10:11:30Z,141,68,1,4.2,1,N,2,23.00,0.50,0.50,0.00,0.00,0.30,2.75,27.05
2,2025-03-03T22:10:30Z,2025-03-03T22:36:30Z,141,132,1,2.6,1,N,1,17.00,0.00,0.50,3.08,0.00,0.30,2.75,23.63
2,2025-03-03T16:14:00Z,2025-03-03T16:44:00Z,236,107,1,2.8,1,N,1,21.00,0.50,0.50,5.01,0.00,0.30,2.75,30.06
1,2025-03-01T14:34:00Z,2025-03-01T15:25:00Z,138,192,1,6.3,1,N,1,34.50,0.00,0.50,9.00,6.94,0.30,2.75,53.99
1,2025-03-07T13:41:30Z,2025-03-07T14:01:30Z,100,237,1,4.6,1,N,1,20.50,1.00,0.50,4.51,0.00,0.30,2.75,29.56
2,2025-03-08T06:39:00Z,2025-03-08T07:03:00Z,100,264,1,2.7,1,N,1,17.50,0.50,0.50,4.31,0.00,0.30,2.75,25.86
2,2025-03-05T17:21:15Z,2025-03-05T18:02:15Z,163,72,1,6.6,1,N,1,39.50,0.50,0.50,8.71,0.00,0.30,2.75,52.26
2,2025-03-19T12:37:00Z,2025-03-19T13:31:00Z,186,263,1,7.8,1,N,4,34.50,0.00,0.50,0.00,0.00,0.30,2.75,38.05
1,2025-03-31T19:39:45Z,2025-03-31T20:25:45Z,140,48,1,5.6,1,N,1,34.50,0.50,0.50,7.71,0.00,0.30,2.75,46.26
1,2025-03-29T04:41:00Z,2025-03-29T04:51:00Z,100,114,5,2.8,1,N,1,14.00,0.00,0.50,3.51,0.00,0.30,2.75,21.06
1,2025-03-12T14:30:30Z,2025-03-12T15:01:30Z,140,186,3,7.2,1,N,1,28.50,0.00,0.50,5.77,0.00,0.30,2.75,37.82
1,2025-03-21T19:01:00Z,2025-03-21T19:29:00Z,237,239,1,4.0,1,N,1,25.00,0.50,0.50,3.94,0.00,0.30,0.00,30.24
1,2025-03-20T23:55:15Z,2025-03-21T00:26:15Z,138,239,3,5.6,1,N,2,25.00,0.00,0.50,0.00,7.00,0.30,2.75,35.55
2,2025-03-17T17:52:00Z,2025-03-17T22:19:00Z,263,48,1,23.7,2,N,1,62.00,0.50,0.50,14.61,7.00,0.30,2.75,87.66
2,2025-03-14T08:51:15Z,2025-03-14T09:13:15Z,141,163,1,3.7,1,N,2,18.00,0.50,0.50,0.00,0.00,0.30,2.75,22.05
2,2025-03-26T00:33:00Z,2025-03-26T00:49:00Z,234,163,1,2.2,1,N,2,15.00,0.00,0.50,0.00,0.00,0.30,2.75,18.55
2,2025-03-18T14:23:30Z,2025-03-18T14:45:30Z,138,162,1,3.2,1,N,1,17.00,0.00,0.50,3.30,6.94,0.30,2.75,30.79
2,2025-03-31T17:51:00Z,2025-03-31T18:43:00Z,107,230,1,8.6,1,N,1,40.00,0.50,0.50,7.93,0.00,0.30,2.75,51.98
1,2025-03-01T08:42:30Z,2025-03-01T09:06:30Z,237,114,1,2.9,1,N,1,14.50,0.50,0.50,3.71,0.00,0.30,2.75,22.26
1,2025-03-30T16:22:00Z,2025-03-30T17:00:00Z,79,142,5,3.9,1,N,1,27.00,0.50,0.50,5.59,0.00,0.30,2.75,36.64
2,2025-03-13T16:49:00Z,2025-03-13T17:36:00Z,141,230,5,5.0,1,N,1,30.00,0.50,0.50,4.09,0.00,0.30,2.75,38.14
2,2025-03-22T18:21:00Z,2025-03-22T18:49:00Z,130,161,1,3.9,1,N,1,19.00,0.50,0.50,2.77,0.00,0.30,2.75,25.82
6,2025-03-04T07:05:45Z,2025-03-04T07:51:45Z,191,48,1,4.3,1,N,2,29.50,0.50,0.50,0.00,0.00,0.30,2.75,33.55
1,2025-03-17T19:30:30Z,2025-03-17T20:00:30Z,79,132,1,3.3,1,N,2,18.00,0.50,0.50,0.00,0.00,0.30,0.00,19.30
2,2025-03-06T14:13:15Z,2025-03-06T15:15:15Z,100,141,1,13.6,1,N,1,58.50,0.50,0.50,11.26,0.00,0.30,2.75,73.81
2,2025-03-05T23:54:45Z,2025-03-06T00:14:45Z,230,239,2,3.6,1,N,1,18.50,1.00,0.50,0.00,0.00,0.30,2.75,23.05
1,2025-03-04T11:43:30Z,2025-03-04T11:57:30Z,138,263,1,3.2,1,N,1,15.50,0.00,0.50,3.81,0.00,0.30,2.75,22.86
1,2025-03-03T06:21:00Z,2025-03-03T07:16:00Z,186,79,2,9.4,1,N,1,50.00,0.50,0.50,10.26,0.00,0.30,0.00,61.56
1,2025-03-03T08:25:00Z,2025-03-03T08:34:00Z,142,107,4,1.3,1,N,1,9.00,0.50,0.50,2.61,0.00,0.30,2.75,15.66
2,2025-03-01T03:22:00Z,2025-03-01T04:33:00Z,132,100,1,16.9,2,N,2,66.50,0.00,0.50,0.00,0.00,0.30,2.75,70.05
2,2025-03-26T06:19:00Z,2025-03-26T06:42:00Z,164,236,1,5.8,1,N,1,30.00,0.50,0.50,6.81,0.00,0.30,2.75,40.86
2,2025-03-18T12:26:30Z,2025-03-18T12:50:30Z,142,162,1,4.2,1,N,1,21.50,0.00,0.50,3.76,0.00,0.30,2.75,28.81
2,2025-03-03T08:18:00Z,2025-03-03T08:49:00Z,237,12,1,2.6,1,N,1,15.50,0.50,0.50,2.93,0.00,0.30,2.75,22.48
2,2025-03-10T19:31:00Z,2025-03-10T20:02:00Z,263,68,2,3.7,1,N,2,22.00,0.50,0.50,0.00,0.00,0.30,2.75,26.05
6,2025-03-25T22:15:45Z,2025-03-25T22:58:45Z,230,164,1,10.5,1,N,1,44.00,0.00,0.50,8.56,0.00,0.30,2.75,56.11
1,2025-03-04T09:27:00Z,2025-03-04T09:57:00Z,244,140,2,3.3,1,N,1,25.50,0.50,0.50,0.00,0.00,0.30,2.75,29.55
1,2025-03-21T07:34:00Z,2025-03-21T08:31:00Z,246,236,1,5.4,5,N,2,39.00,0.50,0.50,0.00,0.00,0.30,2.75,43.05
1,2025-03-07T16:34:00Z,2025-03-07T17:33:00Z,79,164,1,8.4,1,N,1,50.50,0.50,0.50,8.18,0.00,0.30,2.75,62.73
2,2025-03-20T09:46:00Z,2025-03-20T10:15:00Z,107,234,1,4.6,1,N,1,24.00,0.50,0.50,5.05,0.00,0.30,2.75,33.10
2,2025-03-04T03:41:15Z,2025-03-04T04:13:15Z,142,161,1,7.7,1,N,1,39.50,0.50,0.50,0.00,0.00,0.30,2.75,43.55
1,2025-03-20T09:02:45Z,2025-03-20T11:20:45Z,68,161,1,16.8,3,N,3,87.00,0.50,0.50,0.00,0.00,0.30,2.75,91.05
1,2025-03-15T18:27:00Z,2025-03-15T19:13:00Z,227,162,1,7.4,1,N,1,35.00,0.50,0.50,7.03,0.00,0.30,2.75,46.08
6,2025-03-24T09:28:15Z,2025-03-24T09:56:15Z,164,162,1,2.4,1,N,1,18.50,0.50,0.50,4.06,0.00,0.30,2.75,26.61
1,2025-03-04T03:22:00Z,2025-03-04T03:56:00Z,230,161,1,9.9,1,N,1,47.00,0.00,0.50,8.60,0.00,0.30,0.00,56.40
2,2025-03-10T03:51:30Z,2025-03-10T05:12:30Z,141,117,2,15.3,2,N,1,59.50,0.00,0.50,17.50,6.94,0.30,2.75,87.49
1,2025-03-15T18:36:30Z,2025-03-15T19:03:30Z,130,230,1,2.5,1,N,1,15.50,0.50,0.50,3.52,0.00,0.30,2.75,23.07
1,2025-03-18T16:47:30Z,2025-03-18T17:03:30Z,138,186,1,3.0,1,N,1,18.50,0.50,0.50,2.38,0.00,0.30,0.00,22.18
2,2025-03-02T21:14:00Z,2025-03-02T21:31:00Z,107,148,1,1.8,1,N,1,12.00,0.00,0.50,2.80,0.00,0.30,2.75,18.35
2,2025-03-24T23:44:45Z,2025-03-25T02:15:45Z,161,107,1,21.2,2,N,1,67.00,1.00,0.50,10.73,0.00,0.30,2.75,82.28
2,2025-03-29T17:14:15Z,2025-03-29T17:53:15Z,161,246,2,8.6,2,N,1,69.00,0.50,0.50,14.61,0.00,0.30,2.75,87.66
1,2025-03-12T17:15:30Z,2025-03-12T19:42:30Z,144,170,1,14.0,1,Y,1,88.00,0.50,0.50,11.05,0.00,0.30,2.75,103.10
2,2025-03-10T21:21:15Z,2025-03-10T21:55:15Z,159,79,1,8.6,1,N,1,40.00,0.00,0.50,7.84,0.00,0.30,2.75,51.39
2,2025-03-24T07:20:00Z,2025-03-24T09:14:00Z,114,141,2,9.8,2,N,1,66.00,0.50,0.50,12.61,0.00,0.30,2.75,82.66
2,2025-03-08T17:22:00Z,2025-03-08T17:55:00Z,230,140,1,2.4,1,N,1,18.00,0.50,0.50,3.31,0.00,0.30,2.75,25.36
2,2025-03-07T06:59:15Z,2025-03-07T07:23:15Z,237,230,1,5.8,1,N,1,27.50,0.50,0.50,0.00,0.00,0.30,2.75,31.55
2,2025-03-04T13:52:00Z,2025-03-04T14:07:00Z,263,237,1,2.1,1,N,4,11.50,0.00,0.50,0.00,0.00,0.30,0.00,12.30
2,2025-03-23T15:09:15Z,2025-03-23T15:31:15Z,70,170,1,3.6,1,N,1,18.00,0.00,0.50,4.31,0.00,0.30,2.75,25.86
1,2025-03-26T07:46:00Z,2025-03-26T08:14:00Z,79,239,2,3.1,1,N,1,18.00,0.50,0.50,2.65,0.00,0.30,2.75,24.70
2,2025-03-23T05:19:00Z,2025-03-23T05:39:00Z,2,163,5,3.8,1,N,1,19.00,0.00,0.50,4.06,0.00,0.30,2.75,26.61
2,2025-03-01T09:35:00Z,2025-03-01T09:58:00Z,237,107,1,1.6,1,N,1,14.50,0.50,0.50,2.23,0.00,0.30,2.75,20.78
1,2025-03-15T18:23:00Z,2025-03-15T18:39:00Z,68,48,1,1.0,1,N,1,10.50,0.50,0.50,2.91,0.00,0.30,2.75,17.46
2,2025-03-21T15:05:15Z,2025-03-21T15:24:15Z,133,107,1,3.2,1,N,1,18.00,0.00,0.50,4.31,0.00,0.30,2.75,25.86
2,2025-03-07T00:01:15Z,2025-03-07T00:13:15Z,170,264,1,2.4,1,Y,2,13.00,0.00,0.50,0.00,0.00,0.30,2.75,16.55
6,2025-03-11T12:36:30Z,2025-03-11T12:56:30Z,48,114,3,2.4,1,N,2,16.50,0.50,0.50,0.00,0.00,0.30,0.00,17.80
2,2025-03-02T19:19:30Z,2025-03-02T20:32:30Z,264,140,1,9.4,1,N,1,56.00,0.50,0.50,0.00,0.00,0.30,2.75,60.05
2,2025-03-14T06:56:00Z,2025-03-14T07:17:00Z,237,142,2,3.6,1,N,1,19.50,0.50,0.50,4.24,0.00,0.30,2.75,27.79
2,2025-03-25T11:49:00Z,2025-03-25T12:37:00Z,132,60,4,6.5,1,N,1,31.00,0.00,0.50,5.18,0.00,0.30,2.75,39.73
1,2025-03-29T08:12:00Z,2025-03-29T08:40:00Z,141,107,1,4.2,1,N,1,27.00,0.50,0.50,3.73,0.00,0.30,2.75,34.78
2,2025-03-10T16:21:30Z,2025-03-10T16:54:30Z,234,132,1,5.0,1,N,1,27.50,0.50,0.50,6.93,6.94,0.30,2.75,45.42
1,2025-03-30T18:29:30Z,2025-03-30T20:17:30Z,132,48,2,20.1,2,N,1,68.00,0.50,0.50,15.80,6.94,0.30,2.75,94.79
1,2025-03-15T14:04:15Z,2025-03-15T14:36:15Z,79,132,1,6.3,1,N,1,30.00,0.00,0.50,8.39,0.00,0.30,2.75,41.94
2,2025-03-13T06:13:45Z,2025-03-13T07:09:45Z,138,130,2,11.9,1,N,2,53.50,0.50,0.50,0.00,0.00,0.30,2.75,57.55
2,2025-03-31T12:38:00Z,2025-03-31T14:21:00Z,161,100,1,13.3,1,N,1,64.00,0.00,0.50,13.51,0.00,0.30,2.75,81.06
1,2025-03-11T10:50:45Z,2025-03-11T11:12:45Z,236,79,4,3.4,1,N,4,17.00,0.50,0.50,0.00,0.00,0.30,2.75,21.05
1,2025-03-12T07:18:00Z,2025-03-12T07:58:00Z,68,239,2,3.7,1,N,1,26.50,0.50,0.50,3.67,0.00,0.30,2.75,34.22
2,2025-03-03T17:09:45Z,2025-03-03T17:49:45Z,246,218,2,5.0,5,N,1,34.00,0.50,0.50,6.85,0.00,0.30,2.75,44.90
2,2025-03-24T09:32:00Z,2025-03-24T09:59:00Z,141,132,1,4.8,1,N,3,25.00,0.50,0.50,0.00,6.94,0.30,2.75,35.99
2,2025-03-22T22:04:45Z,2025-03-22T22:10:45Z,48,170,2,0.4,1,N,1,6.00,0.50,0.50,1.81,0.00,0.30,2.75,11.86
2,2025-03-02T17:37:00Z,2025-03-02T18:05:00Z,140,264,2,2.9,1,N,2,15.50,0.50,0.50,0.00,0.00,0.30,2.75,19.55
1,2025-03-05T17:23:00Z,2025-03-05T19:18:00Z,142,79,2,17.7,1,N,2,83.50,0.50,0.50,0.00,6.94,0.30,2.75,94.49
1,2025-03-02T17:48:00Z,2025-03-02T18:12:00Z,120,132,1,3.3,1,N,1,20.00,0.50,0.50,6.01,0.00,0.30,2.75,30.06
6,2025-03-04T21:40:00Z,2025-03-04T22:48:00Z,141,100,1,18.5,2,N,2,56.50,0.00,0.50,0.00,0.00,0.30,2.75,60.05
1,2025-03-18T00:00:00Z,2025-03-18T00:39:00Z,161,107,1,11.1,1,N,1,46.50,0.50,0.50,9.10,0.00,0.30,2.75,59.65
2,2025-03-29T17:51:00Z,2025-03-29T18:28:00Z,163,132,2,3.0,1,N,1,17.50,0.50,0.50,3.38,0.00,0.30,0.00,22.18
2,2025-03-16T23:12:30Z,2025-03-16T23:41:30Z,141,133,1,4.3,1,N,1,22.00,1.00,0.50,3.98,0.00,0.30,2.75,30.53
1,2025-03-23T11:25:30Z,2025-03-23T11:42:30Z,264,68,2,2.3,1,N,1,13.50,1.00,0.50,2.71,0.00,0.30,2.75,20.76
2,2025-03-02T17:41:00Z,2025-03-02T18:14:00Z,161,237,3,2.7,1,N,2,20.50,0.50,0.50,0.00,0.00,0.30,2.75,24.55
1,2025-03-02T08:46:30Z,2025-03-02T09:21:30Z,231,9,1,5.4,1,N,1,32.00,0.50,0.50,0.00,0.00,0.30,0.00,33.30
2,2025-03-05T14:01:15Z,2025-03-05T14:24:15Z,164,50,1,3.6,1,N,1,18.00,0.50,0.50,4.41,0.00,0.30,2.75,26.46
2,2025-03-14T11:53:45Z,2025-03-14T12:06:45Z,110,100,1,1.4,5,N,1,14.00,0.00,0.50,3.51,0.00,0.30,2.75,21.06
1,2025-03-21T16:49:00Z,2025-03-21T17:48:00Z,164,264,1,7.2,1,N,1,36.00,0.50,0.50,8.01,0.00,0.30,2.75,48.06
6,2025-03-20T08:31:30Z,2025-03-20T09:16:30Z,141,49,1,10.1,1,N,1,44.00,0.50,0.50,5.77,0.00,0.30,2.75,53.82
2,2025-03-05T17:58:15Z,2025-03-05T19:25:15Z,163,264,1,9.5,2,N,1,52.50,0.50,0.50,0.00,0.00,0.30,2.75,56.55
1,2025-03-08T18:37:30Z,2025-03-08T19:40:30Z,141,234,1,7.5,1,N,1,41.00,0.50,0.50,7.61,0.00,0.30,0.00,49.91
1,2025-03-13T12:29:45Z,2025-03-13T12:56:45Z,163,246,1,3.6,1,N,1,23.00,0.00,0.50,3.19,0.00,0.30,2.75,29.74
2,2025-03-18T20:05:15Z,2025-03-18T20:28:15Z,130,162,1,2.3,99,N,1,17.50,0.50,0.50,0.00,0.00,0.30,2.75,21.55
2,2025-03-16T18:32:00Z,2025-03-16T19:15:00Z,142,236,1,5.5,1,N,1,30.00,0.50,0.50,4.09,0.00,0.30,2.75,38.14
1,2025-03-15T20:47:30Z,2025-03-15T22:12:30Z,186,132,1,11.2,1,N,2,48.00,0.50,0.50,0.00,0.00,0.30,2.75,52.05
2,2025-03-31T16:36:00Z,2025-03-31T17:43:00Z,187,57,1,8.6,2,N,2,65.00,0.50,0.50,0.00,0.00,0.30,0.00,66.30
2,2025-03-25T08:21:00Z,2025-03-25T08:30:00Z,263,162,1,0.5,1,N,2,6.50,0.50,0.50,0.00,0.00,0.30,2.75,10.55
2,2025-03-27T07:45:30Z,2025-03-27T08:09:30Z,34,246,1,1.8,1,N,1,12.00,0.50,0.50,1.93,0.00,0.30,2.75,17.98
1,2025-03-07T15:40:00Z,2025-03-07T16:12:00Z,114,161,5,5.1,1,N,1,26.00,0.00,0.50,5.32,0.00,0.30,2.75,34.87
1,2025-03-10T16:57:00Z,2025-03-10T17:22:00Z,186,239,1,4.5,1,N,3,26.00,0.50,0.50,0.00,0.00,0.30,2.75,30.05
2,2025-03-06T09:02:00Z,2025-03-06T09:42:00Z,186,246,1,4.1,1,N,1,22.50,0.50,0.50,3.98,0.00,0.30,2.75,30.53
1,2025-03-01T22:34:30Z,2025-03-01T23:12:30Z,76,130,2,8.7,1,N,1,41.00,0.00,0.50,8.02,0.00,0.30,2.75,52.57
1,2025-03-27T08:22:00Z,2025-03-27T09:23:00Z,161,68,1,12.9,1,N,1,58.50,0.50,0.50,11.26,0.00,0.30,2.75,73.81
2,2025-03-13T07:54:15Z,2025-03-13T08:35:15Z,45,246,1,6.1,1,N,1,37.00,0.50,0.50,8.21,0.00,0.30,2.75,49.26
2,2025-03-20T06:13:00Z,2025-03-20T06:54:00Z,142,114,3,8.5,5,N,1,66.00,0.50,0.50,12.61,0.00,0.30,2.75,82.66
2,2025-03-18T14:52:00Z,2025-03-18T15:30:00Z,163,114,1,7.8,1,N,1,35.50,0.00,0.50,4.69,0.00,0.30,2.75,43.74
2,2025-03-09T14:04:30Z,2025-03-09T14:19:30Z,132,186,1,4.0,1,N,2,16.00,0.50,0.50,0.00,0.00,0.30,2.75,20.05
1,2025-03-09T12:40:00Z,2025-03-09T13:06:00Z,263,170,1,5.2,1,N,1,23.00,0.50,0.50,4.87,0.00,0.30,2.75,31.92
2,2025-03-12T18:26:00Z,2025-03-12T19:43:00Z,68,79,1,14.8,1,N,1,69.50,0.50,0.50,11.03,0.00,0.30,2.75,84.58
2,2025-03-23T12:52:15Z,2025-03-23T13:09:15Z,141,132,1,2.3,1,N,1,13.50,0.50,0.50,4.90,6.94,0.30,2.75,29.39
2,2025-03-02T08:02:45Z,2025-03-02T08:32:45Z,263,141,1,7.0,1,N,1,30.00,0.50,0.50,7.83,0.00,0.30,0.00,39.13
2,2025-03-12T11:54:30Z,2025-03-12T12:22:30Z,79,161,1,3.5,1,N,1,21.00,1.00,0.50,4.60,0.00,0.30,2.75,30.15
2,2025-03-14T07:20:00Z,2025-03-14T07:46:00Z,142,141,1,3.0,1,N,1,17.00,0.50,0.50,3.29,0.00,0.30,0.00,21.59
2,2025-03-28T06:53:15Z,2025-03-28T07:11:15Z,79,142,1,1.9,1,N,1,15.50,0.50,0.50,2.93,0.00,0.30,2.75,22.48
1,2025-03-07T11:38:15Z,2025-03-07T12:06:15Z,163,264,3,5.0,1,N,1,24.50,0.00,0.50,3.37,0.00,0.30,2.75,31.42
2,2025-03-09T14:14:45Z,2025-03-09T14:34:45Z,239,138,1,2.9,1,N,2,17.50,0.00,0.50,0.00,0.00,0.30,2.75,21.05
1,2025-03-16T14:16:30Z,2025-03-16T15:14:30Z,141,170,3,7.8,1,N,3,46.00,0.50,0.50,0.00,0.00,0.30,2.75,50.05
2,2025-03-14T07:45:15Z,2025-03-14T08:22:15Z,48,239,1,3.9,1,N,1,27.00,0.50,0.50,0.00,0.00,0.30,2.75,31.05
2,2025-03-02T07:23:00Z,2025-03-02T08:00:00Z,186,237,1,4.9,1,N,1,23.00,0.50,0.50,0.00,0.00,0.30,2.75,27.05
2,2025-03-11T03:42:15Z,2025-03-11T04:28:15Z,194,170,4,5.9,1,N,1,31.50,0.50,0.50,6.40,0.00,0.30,2.75,41.95
2,2025-03-12T22:12:15Z,2025-03-12T22:47:15Z,164,206,5,9.5,1,N,2,42.50,0.00,0.50,0.00,0.00,0.30,2.75,46.05
2,2025-03-17T14:13:00Z,2025-03-17T14:32:00Z,161,163,2,5.0,1,N,2,20.50,0.50,0.50,0.00,0.00,0.30,2.75,24.55
2,2025-03-07T17:52:45Z,2025-03-07T18:23:45Z,31,186,1,3.7,1,N,2,24.00,0.50,0.50,0.00,0.00,0.30,0.00,25.30
2,2025-03-21T08:26:00Z,2025-03-21T09:15:00Z,161,264,1,7.6,1,N,1,30.50,0.50,0.50,5.18,0.00,0.30,2.75,39.73
2,2025-03-26T09:35:00Z,2025-03-26T10:29:00Z,161,142,1,8.2,1,N,2,48.50,0.50,0.50,0.00,0.00,0.30,2.75,52.55
2,2025-03-04T16:32:00Z,2025-03-04T18:12:00Z,122,263,2,16.2,3,N,2,93.00,0.50,0.50,0.00,0.00,0.30,2.75,97.05
1,2025-03-09T13:16:30Z,2025-03-09T13:25:30Z,162,75,1,2.3,1,N,1,14.00,0.50,0.50,4.51,0.00,0.30,2.75,22.56
1,2025-03-23T21:42:00Z,2025-03-23T21:58:00Z,68,227,1,1.0,1,N,1,8.50,0.50,0.50,1.88,0.00,0.30,2.75,14.43
1,2025-03-29T07:28:45Z,2025-03-29T07:41:45Z,263,242,2,2.8,1,N,2,13.00,0.50,0.50,0.00,0.00,0.30,2.75,17.05
2,2025-03-24T19:47:00Z,2025-03-24T20:34:00Z,140,161,1,4.8,1,N,1,35.50,0.50,0.50,7.91,0.00,0.30,2.75,47.46
2,2025-03-22T13:20:15Z,2025-03-22T14:12:15Z,161,186,2,17.6,1,N,1,71.00,0.00,0.50,8.95,0.00,0.30,2.75,83.50
1,2025-03-12T08:36:00Z,2025-03-12T08:50:00Z,162,161,1,1.4,1,N,2,11.00,0.50,0.50,0.00,0.00,0.30,2.75,15.05
1,2025-03-07T13:26:00Z,2025-03-07T13:40:00Z,114,236,5,2.9,1,N,1,14.00,0.00,0.50,0.00,0.00,0.30,2.75,17.55
2,2025-03-18T05:21:00Z,2025-03-18T05:40:00Z,264,163,1,3.9,1,N,1,19.50,0.00,0.50,2.77,0.00,0.30,2.75,25.82
1,2025-03-16T21:56:15Z,2025-03-16T22:34:15Z,140,163,1,6.5,1,N,1,34.00,1.00,0.50,4.63,0.00,0.30,2.75,43.18
1,2025-03-28T21:40:15Z,2025-03-28T21:52:15Z,234,48,1,1.7,1,N,1,12.00,0.50,0.50,1.93,0.00,0.30,2.75,17.98
2,2025-03-28T10:53:00Z,2025-03-28T11:12:00Z,3,100,2,2.2,1,N,1,15.50,0.00,0.50,3.81,0.00,0.30,2.75,22.86
1,2025-03-04T19:09:00Z,2025-03-04T19:32:00Z,236,237,3,1.9,1,N,1,12.00,0.50,0.50,2.41,0.00,0.30,2.75,18.46
2,2025-03-02T18:35:30Z,2025-03-02T18:48:30Z,161,263,1,2.8,1,N,3,16.50,0.50,0.50,0.00,0.00,0.30,0.00,17.80
2,2025-03-29T17:08:00Z,2025-03-29T18:39:00Z,100,142,3,17.5,1,N,1,66.00,0.50,0.50,14.01,0.00,0.30,2.75,84.06
2,2025-03-05T21:33:45Z,2025-03-05T22:17:45Z,140,164,1,8.6,1,N,1,31.50,0.00,0.50,4.21,0.00,0.30,2.75,39.26
2,2025-03-22T18:52:00Z,2025-03-22T19:06:00Z,264,230,1,1.6,1,N,1,12.00,0.50,0.50,2.41,0.00,0.30,2.75,18.46
1,2025-03-30T20:11:00Z,2025-03-30T20:32:00Z,236,48,2,3.6,1,N,2,19.50,0.50,0.50,0.00,0.00,0.30,2.75,23.55
2,2025-03-20T12:43:45Z,2025-03-20T12:54:45Z,132,14,2,1.5,1,N,1,11.00,0.00,0.50,2.62,0.00,0.30,2.75,17.17
2,2025-03-01T07:57:00Z,2025-03-01T08:37:00Z,164,230,1,6.4,1,N,1,34.00,0.50,0.50,6.85,0.00,0.30,2.75,44.90
2,2025-03-16T15:46:30Z,2025-03-16T15:54:30Z,100,142,4,1.8,1,N,1,11.00,0.00,0.50,1.75,0.00,0.30,2.75,16.30
1,2025-03-24T08:22:15Z,2025-03-24T09:22:15Z,240,164,1,13.8,2,N,1,63.00,0.50,0.50,9.64,0.00,0.30,0.00,73.94
1,2025-03-23T18:42:15Z,2025-03-23T20:03:15Z,156,68,1,7.5,1,N,1,34.50,0.50,0.50,6.94,0.00,0.30,2.75,45.49
6,2025-03-04T16:31:00Z,2025-03-04T17:09:00Z,54,246,2,8.6,1,N,2,36.50,0.50,0.50,0.00,0.00,0.30,2.75,40.55
1,2025-03-07T21:10:45Z,2025-03-07T21:53:45Z,170,141,1,7.7,1,N,2,37.50,0.00,0.50,0.00,0.00,0.30,2.75,41.05
2,2025-03-03T09:45:15Z,2025-03-03T10:11:15Z,264,234,2,4.1,1,N,2,23.50,0.50,0.50,0.00,0.00,0.30,2.75,27.55
2,2025-03-11T10:49:00Z,2025-03-11T11:05:00Z,114,152,1,1.8,1,N,2,12.50,0.00,0.50,0.00,0.00,0.30,2.75,16.05
2,2025-03-29T15:58:00Z,2025-03-29T16:39:00Z,132,264,1,6.5,1,N,1,28.00,0.50,0.50,8.01,0.00,0.30,2.75,40.06
1,2025-03-10T08:32:30Z,2025-03-10T09:00:30Z,163,263,1,2.6,1,N,1,17.00,0.50,0.50,4.21,0.00,0.30,2.75,25.26
2,2025-03-31T07:19:30Z,2025-03-31T07:43:30Z,114,107,1,2.5,5,Y,2,20.00,0.50,0.50,0.00,0.00,0.30,2.75,24.05
