VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,PULocationID,DOLocationID,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,congestion_surcharge,total_amount
2,2025-03-23T11:32:11Z,2025-03-23T11:38:11Z,130,236,1,1.84,1,Y,1,10.45,0.5,0.5,4.13,0.0,0.3,2.75,18.63
2,2025-03-27T04:51:27Z,2025-03-27T05:17:27Z,236,236,1,6.13,1,N,1,24.02,0.0,0.5,1.95,0.0,0.3,2.75,29.52
7,2025-03-22T22:49:11Z,2025-03-22T23:04:11Z,236,236,3,2.64,1,N,2,7.8,0.0,0.5,0.0,0.0,0.3,2.75,11.35
6,2025-03-10T08:18:58Z,2025-03-10T08:28:58Z,148,236,2,1.82,1,N,1,8.5,1.0,0.5,2.76,0.0,0.3,2.75,15.81
6,2025-03-23T21:30:13Z,2025-03-23T21:41:13Z,100,236,4,2.18,99,N,1,19.7,0.0,0.5,5.31,0.0,0.3,2.75,28.56
7,2025-03-26T14:30:25Z,2025-03-26T14:42:25Z,236,236,1,2.6,1,Y,1,9.92,0.0,0.5,2.03,0.0,0.3,2.75,15.5
2,2025-03-10T19:57:43Z,2025-03-10T20:41:43Z,148,236,1,8.9,1,N,2,26.82,0.5,0.5,0.0,0.0,0.3,2.75,30.87
2,2025-03-04T20:23:15Z,2025-03-04T20:37:15Z,142,236,2,2.71,1,N,1,4.53,0.5,0.5,2.54,0.0,0.3,2.75,11.12
6,2025-03-28T14:10:28Z,2025-03-28T14:28:28Z,142,140,1,4.9,1,N,2,19.86,0.5,0.5,0.0,0.0,0.3,2.75,23.91
2,2025-03-05T14:04:02Z,2025-03-05T14:15:02Z,236,140,6,3.05,1,Y,1,8.15,0.5,0.5,1.48,0.0,0.3,2.75,13.68
7,2025-03-19T09:48:35Z,2025-03-19T10:00:35Z,148,140,2,2.5,1,N,1,11.68,0.0,0.5,4.69,0.0,0.3,2.75,19.92
1,2025-03-08T07:47:33Z,2025-03-08T07:56:33Z,236,236,1,1.35,1,N,1,6.73,0.0,0.5,1.95,0.0,0.3,2.75,12.23
2,2025-03-04T21:45:48Z,2025-03-04T22:33:48Z,236,236,1,10.14,1,N,2,30.82,0.0,0.5,0.0,0.0,0.3,2.75,34.37
1,2025-03-25T01:39:10Z,2025-03-25T01:51:10Z,130,236,1,2.15,1,N,1,8.5,0.0,0.5,2.82,0.0,0.3,2.75,14.87
7,2025-03-05T10:55:36Z,2025-03-05T11:09:36Z,148,140,1,3.28,1,N,1,12.42,0.5,0.5,2.5,0.0,0.3,2.75,18.97
2,2025-03-21T18:38:52Z,2025-03-21T18:47:52Z,148,140,1,1.85,1,N,1,9.37,1.0,0.5,1.01,0.0,0.3,2.75,14.93
7,2025-03-22T11:39:46Z,2025-03-22T12:42:46Z,236,236,3,15.76,1,N,1,48.24,0.0,0.5,0.0,0.0,0.3,2.75,51.79
2,2025-03-02T20:48:34Z,2025-03-02T21:09:34Z,142,236,2,3.38,1,N,1,12.04,0.0,0.5,3.51,0.0,0.3,2.75,19.1
6,2025-03-06T08:40:13Z,2025-03-06T08:50:13Z,236,236,2,2.54,1,N,1,7.57,0.0,0.5,1.58,0.0,0.3,2.75,12.7
2,2025-03-25T15:00:23Z,2025-03-25T15:40:23Z,100,236,1,8.67,2,N,1,27.86,0.0,0.5,5.04,0.0,0.3,2.75,36.45
2,2025-03-16T17:25:32Z,2025-03-16T17:40:32Z,236,140,2,2.27,1,N,1,11.32,0.0,0.5,2.76,0.0,0.3,2.75,17.63
6,2025-03-04T18:17:08Z,2025-03-04T18:44:08Z,130,236,3,4.28,2,N,1,17.73,0.5,0.5,1.61,0.0,0.3,2.75,23.39
1,2025-03-31T17:52:48Z,2025-03-31T19:09:48Z,100,140,1,13.15,1,N,1,37.11,1.0,0.5,6.67,0.0,0.3,2.75,48.33
2,2025-03-09T05:09:04Z,2025-03-09T05:12:04Z,236,236,1,1.14,2,N,1,8.15,0.0,0.5,2.28,0.0,0.3,2.75,13.98
1,2025-03-01T02:58:53Z,2025-03-01T03:09:53Z,142,236,4,1.84,1,N,1,7.87,1.0,0.5,1.78,0.0,0.3,2.75,14.2
2,2025-03-29T15:34:46Z,2025-03-29T15:59:46Z,148,236,2,4.35,1,N,1,12.4,0.5,0.5,4.39,0.0,0.3,2.75,20.84
2,2025-03-01T12:20:07Z,2025-03-01T12:47:07Z,148,236,1,5.7,1,N,1,18.61,0.5,0.5,0.0,0.0,0.3,2.75,22.66
7,2025-03-18T03:41:55Z,2025-03-18T04:11:55Z,148,236,2,8.34,1,N,1,28.44,0.0,0.5,0.98,0.0,0.3,2.75,32.97
2,2025-03-31T18:51:17Z,2025-03-31T19:22:17Z,142,236,2,6.99,1,N,1,21.99,0.0,0.5,0.0,0.0,0.3,2.75,25.54
6,2025-03-18T21:53:24Z,2025-03-18T22:04:24Z,236,236,3,2.56,1,N,1,6.5,0.0,0.5,1.32,0.0,0.3,2.75,11.37
2,2025-03-19T02:58:16Z,2025-03-19T03:11:16Z,130,236,1,3.07,1,N,1,13.18,0.5,0.5,2.07,0.0,0.3,2.75,19.3
2,2025-03-13T00:48:07Z,2025-03-13T01:13:07Z,148,140,4,6.08,1,N,1,21.94,0.0,0.5,0.0,0.0,0.3,2.75,25.49
2,2025-03-04T22:25:15Z,2025-03-04T22:46:15Z,142,236,3,5.89,1,N,2,21.52,0.0,0.5,0.0,0.0,0.3,2.75,25.07
6,2025-03-18T18:04:57Z,2025-03-18T18:23:57Z,100,140,4,3.61,1,N,2,13.05,1.0,0.5,0.0,0.0,0.3,2.75,17.6
6,2025-03-28T19:35:34Z,2025-03-28T20:07:34Z,130,236,2,6.41,1,N,2,25.29,0.0,0.5,0.0,0.0,0.3,2.75,28.84
2,2025-03-03T19:46:49Z,2025-03-03T20:09:49Z,142,236,2,4.44,1,N,1,16.68,0.0,0.5,4.53,0.0,0.3,2.75,24.76
2,2025-03-28T07:00:10Z,2025-03-28T07:25:10Z,142,236,1,5.85,1,N,1,25.07,0.0,0.5,4.39,0.0,0.3,2.75,33.01
2,2025-03-13T20:47:40Z,2025-03-13T21:03:40Z,236,236,2,2.88,1,N,2,13.62,0.5,0.5,0.0,0.0,0.3,2.75,17.67
6,2025-03-17T14:55:59Z,2025-03-17T15:16:59Z,142,236,1,3.79,1,N,2,15.82,0.0,0.5,0.0,0.0,0.3,2.75,19.37
7,2025-03-06T03:03:40Z,2025-03-06T03:56:40Z,236,236,3,11.22,1,N,1,32.61,0.0,0.5,5.32,0.0,0.3,2.75,41.48
2,2025-03-20T06:36:47Z,2025-03-20T07:14:47Z,100,140,3,10.94,1,N,2,31.19,0.0,0.5,0.0,0.0,0.3,2.75,34.74
2,2025-03-06T15:40:14Z,2025-03-06T15:51:14Z,130,140,2,3.07,3,N,1,17.67,0.0,0.5,3.35,0.0,0.3,2.75,24.57
7,2025-03-09T11:15:04Z,2025-03-09T11:27:04Z,236,236,2,3.16,1,N,1,11.3,0.5,0.5,2.14,0.0,0.3,2.75,17.49
2,2025-03-23T08:52:46Z,2025-03-23T09:11:46Z,142,140,4,4.15,3,N,2,19.34,0.5,0.5,0.0,0.0,0.3,2.75,23.39
1,2025-03-02T13:35:11Z,2025-03-02T13:44:11Z,142,140,4,1.65,1,N,1,7.28,0.0,0.5,1.42,0.0,0.3,2.75,12.25
2,2025-03-14T20:42:11Z,2025-03-14T20:51:11Z,142,236,1,2.16,2,N,1,12.04,0.5,0.5,3.47,0.0,0.3,2.75,19.56
2,2025-03-19T10:21:29Z,2025-03-19T10:31:29Z,236,236,1,1.98,1,N,2,7.16,0.0,0.5,0.0,0.0,0.3,2.75,10.71
7,2025-03-05T02:13:45Z,2025-03-05T02:23:45Z,148,140,1,1.46,1,N,1,8.33,0.0,0.5,0.42,0.0,0.3,2.75,12.3
2,2025-03-10T03:17:52Z,2025-03-10T03:25:52Z,100,236,4,1.19,1,N,1,4.77,0.0,0.5,1.8,0.0,0.3,2.75,10.12
2,2025-03-11T15:33:54Z,2025-03-11T15:43:54Z,236,140,4,2.07,1,N,2,8.61,0.5,0.5,0.0,0.0,0.3,2.75,12.66
2,2025-03-21T13:44:02Z,2025-03-21T14:15:02Z,142,140,1,7.09,1,Y,1,20.07,0.5,0.5,1.77,0.0,0.3,2.75,25.89
2,2025-03-31T06:40:17Z,2025-03-31T06:49:17Z,236,236,1,2.22,1,N,1,9.31,0.5,0.5,2.88,0.0,0.3,2.75,16.24
2,2025-03-26T22:09:59Z,2025-03-26T22:37:59Z,236,236,1,7.15,1,N,1,23.07,0.0,0.5,0.0,0.0,0.3,2.75,26.62
1,2025-03-06T21:11:08Z,2025-03-06T22:24:08Z,100,236,3,16.73,1,Y,1,47.08,0.0,0.5,5.42,0.0,0.3,2.75,56.05
2,2025-03-01T13:30:41Z,2025-03-01T13:57:41Z,142,236,1,5.33,1,N,1,17.8,0.5,0.5,2.82,0.0,0.3,2.75,24.67
1,2025-03-02T14:37:21Z,2025-03-02T14:49:21Z,236,236,3,2.62,1,N,1,10.01,0.0,0.5,3.37,0.0,0.3,2.75,16.93
7,2025-03-19T11:12:39Z,2025-03-19T11:25:39Z,148,236,1,3.21,1,N,1,10.91,0.5,0.5,2.36,0.0,0.3,2.75,17.32
2,2025-03-05T20:15:28Z,2025-03-05T20:29:28Z,148,236,5,2.72,1,N,1,9.58,0.0,0.5,1.65,0.0,0.3,2.75,14.78
1,2025-03-08T04:04:21Z,2025-03-08T04:12:21Z,236,236,1,2.23,1,N,1,10.03,0.5,0.5,1.82,0.0,0.3,2.75,15.9
2,2025-03-27T06:27:33Z,2025-03-27T07:49:33Z,100,236,1,19.39,1,N,1,56.38,0.5,0.5,0.0,0.0,0.3,2.75,60.43
2,2025-03-28T02:10:22Z,2025-03-28T02:52:22Z,236,140,1,8.16,1,N,2,27.36,0.0,0.5,0.0,0.0,0.3,2.75,30.91
2,2025-03-27T00:14:20Z,2025-03-27T00:19:20Z,236,236,4,1.66,1,N,1,5.49,0.0,0.5,1.31,0.0,0.3,2.75,10.35
2,2025-03-08T20:43:35Z,2025-03-08T21:00:35Z,142,236,2,3.71,2,N,2,16.33,0.0,0.5,0.0,0.0,0.3,2.75,19.88
1,2025-03-20T05:02:43Z,2025-03-20T05:51:43Z,100,236,1,11.67,2,N,1,37.36,0.0,0.5,8.81,0.0,0.3,2.75,49.72
2,2025-03-19T22:24:46Z,2025-03-19T22:34:46Z,236,236,1,2.39,99,N,2,19.69,0.0,0.5,0.0,0.0,0.3,2.75,23.24
7,2025-03-06T17:49:26Z,2025-03-06T18:38:26Z,148,236,1,9.56,1,N,2,29.83,0.0,0.5,0.0,0.0,0.3,2.75,33.38
2,2025-03-18T03:50:03Z,2025-03-18T04:04:03Z,130,236,1,2.06,1,N,1,6.3,0.5,0.5,2.33,0.0,0.3,2.75,12.68
6,2025-03-17T06:47:27Z,2025-03-17T07:34:27Z,236,236,2,11.22,1,N,2,35.04,0.5,0.5,0.0,0.0,0.3,2.75,39.09
1,2025-03-13T06:44:52Z,2025-03-13T07:18:52Z,142,236,2,5.44,1,N,1,22.29,0.5,0.5,7.63,0.0,0.3,2.75,33.97
2,2025-03-24T07:14:14Z,2025-03-24T07:26:14Z,142,140,5,2.3,1,N,1,9.67,0.0,0.5,4.17,0.0,0.3,2.75,17.39
6,2025-03-22T00:08:59Z,2025-03-22T00:16:59Z,148,236,1,1.8,1,N,1,6.21,0.0,0.5,0.47,0.0,0.3,2.75,10.23
7,2025-03-17T12:17:42Z,2025-03-17T12:42:42Z,142,236,1,7.09,3,N,1,27.91,1.0,0.5,0.0,0.0,0.3,2.75,32.46
2,2025-03-23T11:58:21Z,2025-03-23T12:05:21Z,236,140,1,1.97,1,N,1,7.77,0.5,0.5,2.24,0.0,0.3,2.75,14.06
2,2025-03-24T15:45:09Z,2025-03-24T15:54:09Z,148,236,1,1.94,3,N,2,13.0,0.5,0.5,0.0,0.0,0.3,2.75,17.05
2,2025-03-18T13:48:06Z,2025-03-18T14:00:06Z,130,236,1,2.2,1,Y,1,10.5,0.5,0.5,1.57,0.0,0.3,2.75,16.12
2,2025-03-09T07:08:58Z,2025-03-09T07:24:58Z,100,236,3,3.36,1,N,1,8.59,0.5,0.5,3.14,0.0,0.3,2.75,15.78
2,2025-03-24T12:15:58Z,2025-03-24T12:33:58Z,148,140,1,5.35,1,N,1,18.26,0.0,0.5,2.55,0.0,0.3,2.75,24.36
1,2025-03-23T05:54:17Z,2025-03-23T06:05:17Z,236,236,1,3.0,1,N,1,13.83,0.5,0.5,4.84,0.0,0.3,2.75,22.72
2,2025-03-31T11:39:44Z,2025-03-31T12:04:44Z,142,140,2,5.01,1,N,1,19.23,0.0,0.5,3.49,0.0,0.3,2.75,26.27
2,2025-03-05T15:26:22Z,2025-03-05T15:56:22Z,236,236,3,7.61,1,N,2,25.98,0.0,0.5,0.0,0.0,0.3,2.75,29.53
7,2025-03-13T23:56:19Z,2025-03-14T00:15:19Z,130,236,3,4.31,1,N,1,13.53,0.0,0.5,4.36,0.0,0.3,2.75,21.44
6,2025-03-29T15:37:28Z,2025-03-29T16:02:28Z,142,236,3,6.03,1,N,1,22.5,0.5,0.5,6.16,0.0,0.3,2.75,32.71
1,2025-03-16T22:50:59Z,2025-03-16T23:19:59Z,236,236,3,7.86,1,N,1,25.35,0.0,0.5,2.76,0.0,0.3,2.75,31.66
7,2025-03-30T05:18:41Z,2025-03-30T06:05:41Z,148,236,1,9.79,1,N,1,32.77,0.0,0.5,2.95,0.0,0.3,2.75,39.27
6,2025-03-01T09:16:39Z,2025-03-01T09:30:39Z,130,236,1,3.22,1,N,1,14.02,0.0,0.5,3.37,0.0,0.3,2.75,20.94
6,2025-03-02T02:09:58Z,2025-03-02T02:49:58Z,130,236,1,11.09,3,N,1,40.13,0.5,0.5,6.45,0.0,0.3,2.75,50.63
2,2025-03-25T16:14:42Z,2025-03-25T16:35:42Z,148,236,4,3.19,2,N,2,14.78,0.5,0.5,0.0,0.0,0.3,2.75,18.83
2,2025-03-12T02:40:21Z,2025-03-12T02:48:21Z,100,236,1,2.01,99,N,1,23.26,0.0,0.5,6.07,0.0,0.3,2.75,32.88
2,2025-03-17T03:03:04Z,2025-03-17T03:37:04Z,100,236,1,8.91,1,N,1,23.94,0.0,0.5,4.5,0.0,0.3,2.75,31.99
1,2025-03-14T06:26:20Z,2025-03-14T06:51:20Z,142,236,2,5.18,1,N,2,16.9,0.5,0.5,0.0,0.0,0.3,2.75,20.95
6,2025-03-13T15:31:23Z,2025-03-13T15:45:23Z,100,140,2,3.63,1,N,1,10.17,0.5,0.5,1.7,0.0,0.3,2.75,15.92
7,2025-03-30T02:58:07Z,2025-03-30T03:08:07Z,100,140,2,1.86,3,N,2,14.35,0.0,0.5,0.0,0.0,0.3,2.75,17.9
2,2025-03-03T21:59:22Z,2025-03-03T22:05:22Z,100,140,1,1.29,1,N,2,7.26,0.0,0.5,0.0,0.0,0.3,2.75,10.81
2,2025-03-24T22:31:45Z,2025-03-24T22:47:45Z,130,236,2,4.97,99,N,1,25.38,0.5,0.5,6.01,0.0,0.3,2.75,35.44
6,2025-03-28T13:54:15Z,2025-03-28T14:14:15Z,142,236,4,4.36,1,N,1,13.85,0.5,0.5,0.62,0.0,0.3,2.75,18.52
7,2025-03-21T09:06:51Z,2025-03-21T09:50:51Z,148,140,2,8.4,1,N,1,23.46,0.0,0.5,2.35,0.0,0.3,2.75,29.36
1,2025-03-13T05:53:07Z,2025-03-13T06:07:07Z,100,236,1,1.42,1,N,2,7.81,0.0,0.5,0.0,0.0,0.3,2.75,11.36
2,2025-03-05T23:03:00Z,2025-03-05T23:12:00Z,130,140,2,3.05,1,N,1,10.45,0.5,0.5,1.56,0.0,0.3,2.75,16.06
2,2025-03-22T03:50:26Z,2025-03-22T03:55:26Z,148,236,2,1.68,1,N,1,8.46,0.5,0.5,0.15,0.0,0.3,2.75,12.66
2,2025-03-15T12:47:08Z,2025-03-15T13:04:08Z,142,236,1,4.15,1,N,1,13.36,0.0,0.5,3.47,0.0,0.3,2.75,20.38
2,2025-03-05T15:08:03Z,2025-03-05T16:07:03Z,100,236,1,11.84,1,N,2,36.05,1.0,0.5,0.0,0.0,0.3,2.75,40.6
2,2025-03-12T03:34:47Z,2025-03-12T03:47:47Z,142,236,6,4.41,1,N,1,16.61,0.0,0.5,2.42,0.0,0.3,2.75,22.58
2,2025-03-30T19:23:34Z,2025-03-30T19:37:34Z,236,236,1,3.17,1,N,1,12.67,0.5,0.5,3.29,0.0,0.3,2.75,20.01
7,2025-03-09T05:26:48Z,2025-03-09T05:47:48Z,100,236,1,4.38,1,N,2,15.47,0.0,0.5,0.0,0.0,0.3,2.75,19.02
6,2025-03-06T12:45:38Z,2025-03-06T13:25:38Z,142,140,1,11.23,1,N,2,33.68,0.0,0.5,0.0,0.0,0.3,2.75,37.23
2,2025-03-22T03:23:22Z,2025-03-22T03:36:22Z,100,236,1,2.51,1,N,1,10.86,0.0,0.5,3.35,0.0,0.3,2.75,17.76
2,2025-03-07T04:27:33Z,2025-03-07T05:07:33Z,142,140,2,6.83,1,N,1,20.58,0.0,0.5,6.48,0.0,0.3,2.75,30.61
2,2025-03-29T12:24:44Z,2025-03-29T12:41:44Z,142,236,1,3.5,1,N,1,12.23,0.0,0.5,3.72,0.0,0.3,2.75,19.5
2,2025-03-27T15:04:59Z,2025-03-27T15:14:59Z,130,236,3,1.67,1,N,1,8.29,0.0,0.5,0.8,0.0,0.3,2.75,12.64
2,2025-03-31T11:44:47Z,2025-03-31T11:58:47Z,142,236,4,2.58,2,N,1,16.67,0.5,0.5,2.42,0.0,0.3,2.75,23.14
2,2025-03-29T06:57:41Z,2025-03-29T07:07:41Z,130,236,3,2.33,3,N,1,14.18,0.5,0.5,1.06,0.0,0.3,2.75,19.29
2,2025-03-08T13:21:38Z,2025-03-08T13:33:38Z,236,236,1,2.23,1,N,1,7.36,0.0,0.5,1.26,0.0,0.3,2.75,12.17
2,2025-03-07T13:50:15Z,2025-03-07T13:56:15Z,148,236,1,1.19,1,N,2,6.84,0.5,0.5,0.0,0.0,0.3,2.75,10.89
2,2025-03-11T14:55:25Z,2025-03-11T15:25:25Z,130,140,4,6.94,1,N,1,24.5,0.5,0.5,8.07,0.0,0.3,2.75,36.62
6,2025-03-15T13:31:54Z,2025-03-15T13:42:54Z,142,140,2,2.98,1,N,1,12.82,0.0,0.5,3.29,0.0,0.3,2.75,19.66
2,2025-03-28T06:43:00Z,2025-03-28T06:51:00Z,142,236,1,1.34,1,N,1,6.73,0.0,0.5,2.57,0.0,0.3,2.75,12.85
6,2025-03-23T17:43:12Z,2025-03-23T17:47:12Z,100,140,1,0.8,99,N,2,17.65,0.5,0.5,0.0,0.0,0.3,2.75,21.7
2,2025-03-20T23:27:33Z,2025-03-20T23:54:33Z,130,140,1,4.1,2,N,1,14.15,0.0,0.5,1.53,0.0,0.3,2.75,19.23
2,2025-03-28T05:30:14Z,2025-03-28T06:27:14Z,148,236,4,14.52,3,Y,1,50.95,0.5,0.5,9.11,0.0,0.3,2.75,64.11
6,2025-03-21T00:32:24Z,2025-03-21T01:14:24Z,130,236,4,8.31,1,N,1,25.22,0.5,0.5,6.49,0.0,0.3,2.75,35.76
2,2025-03-12T18:00:54Z,2025-03-12T18:10:54Z,142,140,3,2.14,1,N,1,10.14,1.0,0.5,1.61,0.0,0.3,2.75,16.3
2,2025-03-13T19:16:21Z,2025-03-13T19:29:21Z,130,236,2,1.78,1,N,1,9.91,0.0,0.5,2.21,0.0,0.3,2.75,15.67
2,2025-03-17T00:39:44Z,2025-03-17T00:50:44Z,130,236,1,1.7,1,N,1,8.06,0.0,0.5,2.86,0.0,0.3,2.75,14.47
7,2025-03-03T18:02:47Z,2025-03-03T18:05:47Z,100,236,5,0.62,1,N,1,4.85,0.0,0.5,2.1,0.0,0.3,2.75,10.5
2,2025-03-23T23:50:13Z,2025-03-23T23:58:13Z,148,140,1,1.7,1,N,2,6.89,0.5,0.5,0.0,0.0,0.3,2.75,10.94
2,2025-03-21T05:39:54Z,2025-03-21T05:53:54Z,236,140,3,2.31,2,N,1,16.24,0.5,0.5,4.4,0.0,0.3,2.75,24.69
2,2025-03-23T15:57:54Z,2025-03-23T16:06:54Z,130,236,1,1.88,1,Y,1,8.86,0.0,0.5,2.2,0.0,0.3,2.75,14.61
1,2025-03-17T13:15:11Z,2025-03-17T13:27:11Z,130,236,5,2.98,1,N,1,11.64,0.5,0.5,2.94,0.0,0.3,2.75,18.63
7,2025-03-25T06:31:20Z,2025-03-25T06:49:20Z,236,236,1,4.68,2,N,1,22.39,0.0,0.5,2.64,0.0,0.3,2.75,28.58
6,2025-03-30T10:36:52Z,2025-03-30T10:49:52Z,148,236,1,3.15,1,N,2,10.66,0.0,0.5,0.0,0.0,0.3,2.75,14.21
2,2025-03-18T16:01:50Z,2025-03-18T16:36:50Z,130,236,1,7.43,1,N,1,22.93,0.0,0.5,8.25,0.0,0.3,2.75,34.73
1,2025-03-14T18:37:17Z,2025-03-14T18:57:17Z,236,140,3,3.97,3,N,1,21.79,0.0,0.5,2.28,0.0,0.3,2.75,27.62
2,2025-03-04T05:50:01Z,2025-03-04T06:11:01Z,100,236,1,4.65,1,N,1,19.34,0.5,0.5,6.33,0.0,0.3,2.75,29.72
2,2025-03-25T03:20:09Z,2025-03-25T03:39:09Z,130,236,2,4.12,1,N,1,14.42,0.0,0.5,0.81,0.0,0.3,2.75,18.78
2,2025-03-29T00:33:22Z,2025-03-29T01:01:22Z,236,236,1,7.04,1,N,1,23.13,0.0,0.5,4.29,0.0,0.3,2.75,30.97
2,2025-03-22T16:25:14Z,2025-03-22T17:12:14Z,130,236,1,8.9,2,N,1,27.8,0.5,0.5,6.57,0.0,0.3,2.75,38.42
2,2025-03-27T19:59:09Z,2025-03-27T20:07:09Z,100,140,3,1.58,1,N,1,9.91,0.0,0.5,1.73,0.0,0.3,2.75,15.19
1,2025-03-27T16:43:56Z,2025-03-27T18:08:56Z,100,140,3,13.75,1,N,1,38.65,0.0,0.5,3.15,0.0,0.3,2.75,45.35
7,2025-03-25T17:47:04Z,2025-03-25T18:04:04Z,130,236,1,3.05,3,N,1,16.31,0.0,0.5,2.43,0.0,0.3,2.75,22.29
2,2025-03-16T14:08:35Z,2025-03-16T14:33:35Z,148,140,2,3.91,1,N,1,14.13,0.0,0.5,0.0,0.0,0.3,2.75,17.68
2,2025-03-04T02:17:51Z,2025-03-04T02:54:51Z,236,236,1,8.35,1,N,2,24.66,0.0,0.5,0.0,0.0,0.3,2.75,28.21
2,2025-03-01T02:24:53Z,2025-03-01T02:41:53Z,236,140,1,2.05,2,N,1,8.26,0.5,0.5,2.36,0.0,0.3,2.75,14.67
6,2025-03-07T08:04:17Z,2025-03-07T08:18:17Z,236,236,1,1.75,1,N,1,5.34,0.0,0.5,1.52,0.0,0.3,2.75,10.41
2,2025-03-14T08:40:56Z,2025-03-14T08:52:56Z,142,236,1,3.17,1,N,1,11.91,0.5,0.5,3.01,0.0,0.3,2.75,18.97
2,2025-03-24T01:14:19Z,2025-03-24T01:19:19Z,130,140,2,1.28,2,N,1,13.01,0.5,0.5,3.47,0.0,0.3,2.75,20.53
1,2025-03-15T03:07:13Z,2025-03-15T03:10:13Z,142,236,2,1.53,1,N,2,10.04,0.0,0.5,0.0,0.0,0.3,2.75,13.59
6,2025-03-01T17:12:58Z,2025-03-01T17:24:58Z,130,140,1,1.85,1,N,2,8.85,0.0,0.5,0.0,0.0,0.3,2.75,12.4
7,2025-03-07T12:29:49Z,2025-03-07T12:42:49Z,148,236,1,3.06,1,N,1,11.73,0.0,0.5,3.47,0.0,0.3,2.75,18.75
2,2025-03-31T08:32:35Z,2025-03-31T08:47:35Z,142,236,2,2.76,1,N,1,12.19,0.0,0.5,2.32,0.0,0.3,2.75,18.06
2,2025-03-31T15:05:19Z,2025-03-31T15:24:19Z,142,140,5,3.98,1,N,2,16.6,0.0,0.5,0.0,0.0,0.3,2.75,20.15
2,2025-03-12T16:35:44Z,2025-03-12T16:43:44Z,148,236,2,1.65,1,N,1,7.77,0.5,0.5,2.41,0.0,0.3,2.75,14.23
7,2025-03-25T22:54:33Z,2025-03-25T23:18:33Z,148,236,2,5.52,1,N,1,18.48,0.5,0.5,2.2,0.0,0.3,2.75,24.73
2,2025-03-23T07:10:06Z,2025-03-23T07:19:06Z,100,140,1,1.61,1,N,2,7.83,0.0,0.5,0.0,0.0,0.3,2.75,11.38
6,2025-03-29T20:51:49Z,2025-03-29T21:03:49Z,236,140,2,3.16,1,N,1,13.71,0.0,0.5,1.16,0.0,0.3,2.75,18.42
2,2025-03-28T12:21:10Z,2025-03-28T12:51:10Z,130,236,3,6.86,1,N,1,19.13,0.5,0.5,3.42,0.0,0.3,2.75,26.6
2,2025-03-20T11:47:01Z,2025-03-20T12:08:01Z,130,236,1,5.64,2,N,2,22.04,0.0,0.5,0.0,0.0,0.3,2.75,25.59
2,2025-03-13T05:36:16Z,2025-03-13T05:45:16Z,236,236,2,1.75,2,N,1,12.11,0.5,0.5,0.0,0.0,0.3,2.75,16.16
6,2025-03-20T10:14:02Z,2025-03-20T10:26:02Z,142,236,2,1.91,1,N,1,4.47,0.0,0.5,1.44,0.0,0.3,2.75,9.46
2,2025-03-10T21:26:04Z,2025-03-10T22:31:04Z,148,140,1,12.53,1,N,2,39.29,0.5,0.5,0.0,0.0,0.3,2.75,43.34
1,2025-03-11T18:58:45Z,2025-03-11T19:49:45Z,148,236,4,9.57,3,N,1,37.47,0.0,0.5,9.8,0.0,0.3,2.75,50.82
2,2025-03-19T20:54:12Z,2025-03-19T21:02:12Z,148,140,1,1.08,2,N,1,5.58,1.0,0.5,0.0,0.0,0.3,2.75,10.13
7,2025-03-18T17:07:14Z,2025-03-18T17:25:14Z,148,236,3,2.85,3,N,1,16.01,0.0,0.5,3.09,0.0,0.3,2.75,22.65
2,2025-03-19T00:15:21Z,2025-03-19T00:35:21Z,100,236,3,5.0,1,N,2,15.99,0.5,0.5,0.0,0.0,0.3,2.75,20.04
6,2025-03-12T22:11:55Z,2025-03-12T22:18:55Z,236,236,1,1.57,1,N,2,5.54,0.5,0.5,0.0,0.0,0.3,2.75,9.59
2,2025-03-13T16:24:00Z,2025-03-13T17:16:00Z,130,236,1,5.83,1,N,1,17.53,0.5,0.5,6.13,0.0,0.3,2.75,27.71
1,2025-03-01T07:34:58Z,2025-03-01T08:02:58Z,142,236,1,4.65,1,N,1,14.74,0.0,0.5,3.93,0.0,0.3,2.75,22.22
2,2025-03-19T15:43:13Z,2025-03-19T16:06:13Z,148,236,5,3.96,1,N,1,15.11,0.5,0.5,0.0,0.0,0.3,2.75,19.16
1,2025-03-18T20:23:02Z,2025-03-18T20:34:02Z,100,140,2,2.43,1,N,1,12.18,0.5,0.5,0.0,0.0,0.3,2.75,16.23
2,2025-03-29T23:55:25Z,2025-03-30T00:24:25Z,142,236,1,7.71,3,N,1,31.31,0.5,0.5,6.99,0.0,0.3,2.75,42.35
2,2025-03-16T15:11:02Z,2025-03-16T15:20:02Z,100,236,4,1.13,1,N,2,4.28,0.5,0.5,0.0,0.0,0.3,2.75,8.33
2,2025-03-15T11:55:27Z,2025-03-15T12:19:27Z,100,236,2,5.89,1,N,1,20.78,0.5,0.5,6.95,0.0,0.3,2.75,31.78
2,2025-03-03T02:21:20Z,2025-03-03T02:32:20Z,142,140,1,1.67,1,N,1,8.8,0.5,0.5,1.87,0.0,0.3,2.75,14.72
7,2025-03-07T02:22:34Z,2025-03-07T02:30:34Z,236,236,2,1.63,1,N,2,2.5,0.5,0.5,0.0,0.0,0.3,2.75,6.55
